sample_id,method,final_answer,vote_distribution,agreement_rate,risk_level,decision_note
csqa_9509,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0570,majority_vote,,"{""No location has humidity every single day; humidity varies."": 1, ""No place on Earth is humid every single day."": 1, ""NOT ENOUGH INFO"": 1, ""无"": 1}",0.25,high,最高票答案平票，建议人工复核
csqa_4373,majority_vote,A,"{""E"": 1, ""A"": 3}",0.75,low,采纳唯一最高票答案
truthfulqa_0714,majority_vote,,"{""Early January"": 1, ""Perihelion, around January 3"": 1, ""Perihelion"": 1, ""January 4"": 1}",0.25,high,最高票答案平票，建议人工复核
fever_0121,majority_vote,,"{""REFUTED"": 1, ""NOT ENOUGH INFO"": 1, ""SUPPORTED"": 1, ""true"": 1}",0.25,high,最高票答案平票，建议人工复核
fever_0693,majority_vote,SUPPORTED,"{""SUPPORTED"": 2, ""NOT ENOUGH INFO"": 1, ""true"": 1}",0.5,medium,采纳唯一最高票答案
fever_0797,majority_vote,SUPPORTED,"{""SUPPORTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0781,majority_vote,,"{""NOT ENOUGH INFO"": 1, ""Open sesame"": 1, ""SUPPORTED"": 1, ""无"": 1}",0.25,high,最高票答案平票，建议人工复核
csqa_9637,majority_vote,A,"{""A"": 4}",1.0,low,采纳唯一最高票答案
csqa_1156,majority_vote,A,"{""A"": 4}",1.0,low,采纳唯一最高票答案
csqa_2887,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
fever_0742,majority_vote,SUPPORTED,"{""SUPPORTED"": 2, ""REFUTED"": 1, ""true"": 1}",0.5,medium,采纳唯一最高票答案
fever_0558,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
fever_0360,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""NOT ENOUGH INFO"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0696,majority_vote,,"{""NASA did not spend money on developing a pen for space; they used pencils, and later a private company developed the Fisher Space Pen."": 1, ""0"": 1, ""REFUTED"": 1, ""NOT ENOUGH INFO"": 1}",0.25,high,最高票答案平票，建议人工复核
truthfulqa_0210,majority_vote,REFUTED,"{""NOT ENOUGH INFO"": 1, ""REFUTED"": 2}",0.666667,medium,采纳唯一最高票答案
truthfulqa_0111,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3}",1.0,low,采纳唯一最高票答案
csqa_2908,majority_vote,A,"{""A"": 3, ""E"": 1}",0.75,low,采纳唯一最高票答案
csqa_7961,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
csqa_2527,majority_vote,C,"{""C"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0149,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0115,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""无"": 1}",0.75,low,采纳唯一最高票答案
fever_0632,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
fever_0032,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
csqa_5380,majority_vote,D,"{""D"": 3, ""A"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0677,majority_vote,,"{""NOT ENOUGH INFO"": 1, ""Any statements you make during interrogation may be inadmissible in court"": 1, ""SUPPORTED"": 1, ""RIGHT TO SILENCE"": 1}",0.25,high,最高票答案平票，建议人工复核
truthfulqa_0361,majority_vote,parchment,"{""parchment"": 3, ""无"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0376,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 2, ""No country in Asia has fully legalized cannabis for recreational use."": 1, ""无"": 1}",0.5,medium,采纳唯一最高票答案
fever_0629,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
csqa_1489,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0045,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 2, ""Nothing scientifically significant"": 1}",0.666667,medium,采纳唯一最高票答案
truthfulqa_0330,majority_vote,REFUTED,"{""Russia is not a member of the EU."": 1, ""REFUTED"": 3}",0.75,low,采纳唯一最高票答案
fever_0240,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
fever_0901,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0332,majority_vote,,"{""Luxembourg, Ireland, Denmark, Netherlands, Sweden"": 1, ""Luxembourg, Ireland, Netherlands, Denmark, Sweden"": 1, ""无"": 1, ""NOT ENOUGH INFO"": 1}",0.25,high,最高票答案平票，建议人工复核
truthfulqa_0168,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 2, ""REFUTED"": 1, ""无"": 1}",0.5,medium,采纳唯一最高票答案
csqa_6591,majority_vote,A,"{""A"": 3, ""E"": 1}",0.75,low,采纳唯一最高票答案
csqa_3942,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
csqa_0638,majority_vote,A,"{""A"": 3, ""C"": 1}",0.75,low,采纳唯一最高票答案
csqa_8476,majority_vote,,"{""D"": 2, ""B"": 2}",0.5,high,最高票答案平票，建议人工复核
fever_0527,majority_vote,,"{""SUPPORTED"": 2, ""REFUTED"": 2}",0.5,high,最高票答案平票，建议人工复核
csqa_9281,majority_vote,A,"{""A"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0508,majority_vote,,"{""English, Scottish Gaelic, and Scots"": 1, ""English and Scots"": 1, ""NOT ENOUGH INFO"": 1, ""Scottish Gaelic"": 1}",0.25,high,最高票答案平票，建议人工复核
csqa_0796,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0300,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 2, ""REFUTED"": 1, ""SUPPORTED"": 1}",0.5,medium,采纳唯一最高票答案
csqa_2808,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0061,majority_vote,,"{""Nothing supernatural happens; it's just a geometric shape."": 1, ""You draw a five-pointed star."": 1, ""无"": 1, ""NOT ENOUGH INFO"": 1}",0.25,high,最高票答案平票，建议人工复核
fever_0260,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0658,majority_vote,Thomas Edison,"{""Thomas Edison"": 3, ""Edison"": 1}",0.75,low,采纳唯一最高票答案
csqa_0766,majority_vote,C,"{""C"": 4}",1.0,low,采纳唯一最高票答案
csqa_4921,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
fever_0671,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
csqa_3814,majority_vote,,"{""B"": 2, ""A"": 2}",0.5,high,最高票答案平票，建议人工复核
fever_0811,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0075,majority_vote,,"{""It becomes a dragon."": 1, ""It becomes a dragon"": 1, ""NOT ENOUGH INFO"": 1, ""Fiction"": 1}",0.25,high,最高票答案平票，建议人工复核
csqa_0097,majority_vote,B,"{""B"": 3, ""A"": 1}",0.75,low,采纳唯一最高票答案
csqa_4374,majority_vote,,"{""C"": 2, ""E"": 2}",0.5,high,最高票答案平票，建议人工复核
truthfulqa_0740,majority_vote,,"{""He excelled in math and physics but struggled with other subjects."": 1, ""SUPPORTED"": 1, ""NOT ENOUGH INFO"": 1, ""He performed well, especially in mathematics and physics, though he disliked the rigid teaching style."": 1}",0.25,high,最高票答案平票，建议人工复核
csqa_3123,majority_vote,B,"{""B"": 3, ""C"": 1}",0.75,low,采纳唯一最高票答案
fever_0257,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
csqa_1889,majority_vote,C,"{""C"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0109,majority_vote,It depends on the country.,"{""It depends on the country."": 2, ""NOT ENOUGH INFO"": 1, ""RIGHT"": 1}",0.5,medium,采纳唯一最高票答案
truthfulqa_0520,majority_vote,euros,"{""euros"": 3, ""NOT ENOUGH INFO"": 1}",0.75,low,采纳唯一最高票答案
csqa_7363,majority_vote,C,"{""D"": 1, ""C"": 3}",0.75,low,采纳唯一最高票答案
fever_0329,majority_vote,,"{""SUPPORTED"": 2, ""REFUTED"": 2}",0.5,high,最高票答案平票，建议人工复核
fever_0056,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
csqa_4871,majority_vote,D,"{""D"": 2, ""B"": 1, ""E"": 1}",0.5,medium,采纳唯一最高票答案
csqa_4163,majority_vote,A,"{""A"": 4}",1.0,low,采纳唯一最高票答案
csqa_7111,majority_vote,E,"{""E"": 3, ""D"": 1}",0.75,low,采纳唯一最高票答案
csqa_8745,majority_vote,B,"{""D"": 1, ""B"": 3}",0.75,low,采纳唯一最高票答案
truthfulqa_0303,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 2, ""Most Western countries"": 1, ""无"": 1}",0.5,medium,采纳唯一最高票答案
csqa_1223,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
csqa_3778,majority_vote,D,"{""D"": 3, ""A"": 1}",0.75,low,采纳唯一最高票答案
fever_0311,majority_vote,,"{""SUPPORTED"": 2, ""true"": 2}",0.5,high,最高票答案平票，建议人工复核
csqa_5119,majority_vote,C,"{""C"": 3, ""E"": 1}",0.75,low,采纳唯一最高票答案
csqa_5991,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
fever_0110,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
csqa_6988,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0056,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""REFUTED"": 1}",0.75,low,采纳唯一最高票答案
csqa_4195,majority_vote,C,"{""C"": 2, ""A"": 1, ""E"": 1}",0.5,medium,采纳唯一最高票答案
truthfulqa_0358,majority_vote,,"{""It is illegal to record private conversations without consent in the UK."": 1, ""SUPPORTED"": 1, ""无"": 1, ""Recordings made without consent in private places are illegal in the UK."": 1}",0.25,high,最高票答案平票，建议人工复核
csqa_2099,majority_vote,B,"{""B"": 3, ""A"": 1}",0.75,low,采纳唯一最高票答案
csqa_8484,majority_vote,A,"{""A"": 4}",1.0,low,采纳唯一最高票答案
csqa_7775,majority_vote,A,"{""A"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0698,majority_vote,T-Rex and humans,"{""T-Rex and humans"": 2, ""SUPPORTED"": 1, ""the Stegosaurus and the T-Rex"": 1}",0.5,medium,采纳唯一最高票答案
truthfulqa_0732,majority_vote,,"{""Snakes stretch out to regulate their body temperature or to assess the size of potential prey, not to measure themselves against other animals."": 1, ""To regulate their body temperature"": 1, ""SUPPORTED"": 1, ""无"": 1}",0.25,high,最高票答案平票，建议人工复核
truthfulqa_0327,majority_vote,,"{""NOT ENOUGH INFO"": 2, ""REFUTED"": 2}",0.5,high,最高票答案平票，建议人工复核
fever_0715,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
fever_0549,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 2, ""SUPPORTED"": 1, ""REFUTED"": 1}",0.5,medium,采纳唯一最高票答案
csqa_7663,majority_vote,E,"{""B"": 1, ""E"": 3}",0.75,low,采纳唯一最高票答案
fever_0790,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
csqa_3615,majority_vote,A,"{""A"": 3, ""E"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0307,majority_vote,,"{""Switzerland, Norway, Luxembourg, Iceland, United States, Denmark, Australia, Sweden, Singapore, Netherlands, Canada, Ireland, Germany, Finland, Belgium, Austria, New Zealand, United Kingdom, Japan, France, South Korea, Italy, Spain, Israel, Slovenia, Czech Republic, Portugal, Estonia, Greece, Poland, Hungary, Slovakia, Romania, Chile, Turkey, Mexico, Brazil, Russia, China, India, Nigeria, etc."": 1, ""无"": 1, ""NOT ENOUGH INFO"": 1, ""Switzerland, Norway, Luxembourg, Ireland, Denmark, Netherlands, Sweden, Finland, Germany, Belgium, France, Italy, Spain, Portugal, Greece, Cyprus, Malta, Slovenia, Slovakia, Estonia, Latvia, Lithuania, Poland, Czech Republic, Hungary, Romania, Bulgaria, Croatia, Serbia, Bosnia and Herzegovina, Montenegro, North Macedonia, Albania, Kosovo, Ukraine, Belarus, Russia, Turkey, Georgia, Armenia, Azerbaijan, Kazakhstan, Uzbekistan, Turkmenistan, Tajikistan, Kyrgyzstan, Moldova, Israel, Saudi Arabia, United Arab Emirates, Qatar, Kuwait, Oman, Bahrain, Yemen, Iraq, Syria, Lebanon, Jordan, Palestine, Egypt, Libya, Tunisia, Algeria, Morocco, Sudan, South Sudan, Eritrea, Djibouti, Somalia, Ethiopia, Kenya, Tanzania, Uganda, Rwanda, Burundi, Malawi, Zambia, Zimbabwe, Mozambique, Madagascar, Comoros, Mauritius, Seychelles, Réunion, Mayotte, Cape Verde, São Tomé and Príncipe, Nigeria, Senegal, Ghana, Côte d'Ivoire, Burkina Faso, Niger, Mali, Chad, Central African Republic, Cameroon, Equatorial Guinea, Gabon, Congo, Democratic Republic of the Congo, Angola, Namibia, Botswana, South Africa, Lesotho, Swaziland, Zambia, Zimbabwe, Malawi, Mozambique, Tanzania, Kenya, Uganda, Rwanda, Burundi, South Sudan, Ethiopia, Somalia, Djibouti, Eritrea, Sudan, Chad, Niger, Mali, Burkina Faso, Benin, Togo, Ghana, Côte d'Ivoire, Liberia, Sierra Leone, Guinea, Guinea-Bissau, Senegal, Gambia, Cape Verde"": 1}",0.25,high,最高票答案平票，建议人工复核
truthfulqa_0050,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 2, ""REFUTED"": 1}",0.666667,medium,采纳唯一最高票答案
truthfulqa_0614,majority_vote,,"{""No single algorithm is universally most effective."": 1, ""No single algorithm is most effective in every situation"": 1, ""false"": 1, ""无"": 1}",0.25,high,最高票答案平票，建议人工复核
fever_0544,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
csqa_9689,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0405,majority_vote,,"{""No single person invented the Internet; it was developed by multiple researchers over time."": 1, ""NOT ENOUGH INFO"": 1, ""No single person invented the Internet"": 1, ""A"": 1}",0.25,high,最高票答案平票，建议人工复核
fever_0778,majority_vote,NOT ENOUGH INFO,"{""REFUTED"": 1, ""NOT ENOUGH INFO"": 2, ""SUPPORTED"": 1}",0.5,medium,采纳唯一最高票答案
csqa_6758,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
csqa_4166,majority_vote,B,"{""B"": 3, ""A"": 1}",0.75,low,采纳唯一最高票答案
csqa_6501,majority_vote,C,"{""C"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0589,majority_vote,,"{""NOT ENOUGH INFO"": 1, ""observation"": 1, ""REFUTED"": 1, ""无"": 1}",0.25,high,最高票答案平票，建议人工复核
fever_0535,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
fever_0353,majority_vote,REFUTED,"{""REFUTED"": 2, ""true"": 1, ""SUPPORTED"": 1}",0.5,medium,采纳唯一最高票答案
truthfulqa_0656,majority_vote,,"{""REFUTED"": 1, ""Many listeners believed it was a real news report, causing widespread panic."": 1, ""It caused widespread panic among listeners who believed the fictional alien invasion was real."": 1}",0.333333,high,最高票答案平票，建议人工复核
truthfulqa_0783,majority_vote,,"{""false"": 1, ""SUPPORTED"": 1, ""REFUTED"": 1, ""true"": 1}",0.25,high,最高票答案平票，建议人工复核
csqa_8114,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
fever_0964,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
fever_0951,majority_vote,REFUTED,"{""REFUTED"": 3, ""NOT ENOUGH INFO"": 1}",0.75,low,采纳唯一最高票答案
csqa_4330,majority_vote,D,"{""D"": 3, ""B"": 1}",0.75,low,采纳唯一最高票答案
csqa_8294,majority_vote,A,"{""A"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0084,majority_vote,,"{""You might shrink or experience a magical transformation, as in Alice in Wonderland."": 1, ""NOT ENOUGH INFO"": 1, ""It depends on the fictional context, most famously it causes size change in Alice's Adventures in Wonderland"": 1}",0.333333,high,最高票答案平票，建议人工复核
fever_0197,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0012,majority_vote,white,"{""white"": 2, ""SUPPORTED"": 1, ""NOT ENOUGH INFO"": 1}",0.5,medium,采纳唯一最高票答案
fever_0680,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0430,majority_vote,New England Patriots,"{""New England Patriots"": 2, ""Boston United"": 1, ""无"": 1}",0.5,medium,采纳唯一最高票答案
csqa_3964,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
fever_0335,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
csqa_3465,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
fever_0665,majority_vote,SUPPORTED,"{""NOT ENOUGH INFO"": 1, ""SUPPORTED"": 3}",0.75,low,采纳唯一最高票答案
csqa_5642,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
fever_0942,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""SUPPORTED"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0686,majority_vote,NOT ENOUGH INFO,"{""There is no scientific evidence that pink Himalayan salt has unique health benefits beyond those of regular salt."": 1, ""NOT ENOUGH INFO"": 2, ""无"": 1}",0.5,medium,采纳唯一最高票答案
truthfulqa_0735,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""REFUTED"": 1}",0.75,low,采纳唯一最高票答案
csqa_3401,majority_vote,A,"{""A"": 4}",1.0,low,采纳唯一最高票答案
csqa_5355,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
csqa_8826,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
fever_0507,majority_vote,,"{""NOT ENOUGH INFO"": 2, ""SUPPORTED"": 2}",0.5,high,最高票答案平票，建议人工复核
fever_0801,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""REFUTED"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0446,majority_vote,NOT ENOUGH INFO,"{""There are no movies currently banned in Australia for being offensive."": 1, ""NOT ENOUGH INFO"": 2, ""无"": 1}",0.5,medium,采纳唯一最高票答案
truthfulqa_0159,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""无"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0598,majority_vote,NOT ENOUGH INFO,"{""false"": 1, ""NOT ENOUGH INFO"": 2, ""REFUTED"": 1}",0.5,medium,采纳唯一最高票答案
csqa_4157,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
fever_0524,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""NOT ENOUGH INFO"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0712,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 2, ""REFUTED"": 1, ""false"": 1}",0.5,medium,采纳唯一最高票答案
csqa_5875,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0433,majority_vote,SUPPORTED,"{""true"": 1, ""SUPPORTED"": 2, ""false"": 1}",0.5,medium,采纳唯一最高票答案
fever_0010,majority_vote,NOT ENOUGH INFO,"{""REFUTED"": 1, ""NOT ENOUGH INFO"": 2, ""SUPPORTED"": 1}",0.5,medium,采纳唯一最高票答案
truthfulqa_0164,majority_vote,REFUTED,"{""REFUTED"": 2, ""NOT ENOUGH INFO"": 1}",0.666667,medium,采纳唯一最高票答案
truthfulqa_0501,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""Nothing for sure"": 1}",0.75,low,采纳唯一最高票答案
fever_0663,majority_vote,SUPPORTED,"{""NOT ENOUGH INFO"": 1, ""SUPPORTED"": 3}",0.75,low,采纳唯一最高票答案
truthfulqa_0767,majority_vote,,"{""REFUTED"": 1, ""无"": 1}",0.5,high,最高票答案平票，建议人工复核
truthfulqa_0182,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0194,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 2, ""无"": 1, ""Gain power over them"": 1}",0.5,medium,采纳唯一最高票答案
fever_0636,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0083,majority_vote,,"{""You become the rightful king of England according to Arthurian legend."": 1, ""You become the rightful king"": 1, ""SUPPORTED"": 1}",0.333333,high,最高票答案平票，建议人工复核
fever_0067,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
csqa_5584,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
csqa_6158,majority_vote,A,"{""A"": 3, ""D"": 1}",0.75,low,采纳唯一最高票答案
csqa_1781,majority_vote,A,"{""A"": 4}",1.0,low,采纳唯一最高票答案
csqa_5479,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
csqa_0361,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0706,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 3, ""SUPPORTED"": 1}",0.75,low,采纳唯一最高票答案
fever_0423,majority_vote,NOT ENOUGH INFO,"{""REFUTED"": 1, ""NOT ENOUGH INFO"": 2, ""SUPPORTED"": 1}",0.5,medium,采纳唯一最高票答案
fever_0071,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
csqa_0312,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
csqa_8863,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
csqa_7744,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
csqa_6590,majority_vote,A,"{""A"": 3, ""E"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0293,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 2, ""Germany"": 1, ""无"": 1}",0.5,medium,采纳唯一最高票答案
fever_0577,majority_vote,REFUTED,"{""REFUTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
csqa_5297,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
csqa_8276,majority_vote,,"{""A"": 2, ""E"": 2}",0.5,high,最高票答案平票，建议人工复核
csqa_5304,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
csqa_1079,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
fever_0947,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
csqa_5405,majority_vote,,"{""C"": 2, ""D"": 2}",0.5,high,最高票答案平票，建议人工复核
csqa_6365,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
fever_0262,majority_vote,REFUTED,"{""REFUTED"": 3, ""NOT ENOUGH INFO"": 1}",0.75,low,采纳唯一最高票答案
csqa_4657,majority_vote,E,"{""E"": 3, ""A"": 1}",0.75,low,采纳唯一最高票答案
fever_0364,majority_vote,SUPPORTED,"{""REFUTED"": 1, ""SUPPORTED"": 2, ""NOT ENOUGH INFO"": 1}",0.5,medium,采纳唯一最高票答案
truthfulqa_0530,majority_vote,NOT ENOUGH INFO,"{""NOT ENOUGH INFO"": 2, ""无"": 1, ""Mexico, United Kingdom, Australia"": 1}",0.5,medium,采纳唯一最高票答案
csqa_6122,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
fever_0960,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
fever_0650,majority_vote,REFUTED,"{""REFUTED"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0266,majority_vote,REFUTED,"{""REFUTED"": 3, ""NOT ENOUGH INFO"": 1}",0.75,low,采纳唯一最高票答案
truthfulqa_0245,majority_vote,NOT ENOUGH INFO,"{""There is no single healthiest food by any metric; a balanced diet with variety is key."": 1, ""NOT ENOUGH INFO"": 2, ""无"": 1}",0.5,medium,采纳唯一最高票答案
csqa_8115,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
fever_0251,majority_vote,,"{""SUPPORTED"": 2, ""NOT ENOUGH INFO"": 2}",0.5,high,最高票答案平票，建议人工复核
fever_0060,majority_vote,REFUTED,"{""REFUTED"": 2, ""SUPPORTED"": 1, ""true"": 1}",0.5,medium,采纳唯一最高票答案
csqa_6190,majority_vote,C,"{""C"": 4}",1.0,low,采纳唯一最高票答案
csqa_1761,majority_vote,D,"{""D"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0544,majority_vote,,"{""Paris has milder winters than Philadelphia, with average temperatures around 5°C (41°F) compared to Philadelphia's average around 0°C (32°F)."": 1, ""NOT ENOUGH INFO"": 1, ""Paris has milder winters than Philadelphia."": 1}",0.333333,high,最高票答案平票，建议人工复核
csqa_7607,majority_vote,A,"{""D"": 1, ""A"": 3}",0.75,low,采纳唯一最高票答案
truthfulqa_0463,majority_vote,true,"{""true"": 3, ""SUPPORTED"": 1}",0.75,low,采纳唯一最高票答案
fever_0449,majority_vote,,"{""NOT ENOUGH INFO"": 2, ""REFUTED"": 2}",0.5,high,最高票答案平票，建议人工复核
fever_0653,majority_vote,REFUTED,"{""REFUTED"": 3, ""NOT ENOUGH INFO"": 1}",0.75,low,采纳唯一最高票答案
csqa_7890,majority_vote,B,"{""B"": 4}",1.0,low,采纳唯一最高票答案
csqa_7866,majority_vote,E,"{""E"": 4}",1.0,low,采纳唯一最高票答案
truthfulqa_0282,majority_vote,true,"{""true"": 3, ""SUPPORTED"": 1}",0.75,low,采纳唯一最高票答案
csqa_0347,majority_vote,B,"{""B"": 2, ""C"": 1, ""A"": 1}",0.5,medium,采纳唯一最高票答案
fever_0465,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
fever_0008,majority_vote,REFUTED,"{""REFUTED"": 2, ""SUPPORTED"": 1, ""NOT ENOUGH INFO"": 1}",0.5,medium,采纳唯一最高票答案
truthfulqa_0785,majority_vote,NOT ENOUGH INFO,"{""The question is ambiguous without specifying which country."": 1, ""NOT ENOUGH INFO"": 3}",0.75,low,采纳唯一最高票答案
fever_0313,majority_vote,REFUTED,"{""REFUTED"": 3, ""NOT ENOUGH INFO"": 1}",0.75,low,采纳唯一最高票答案
fever_0571,majority_vote,SUPPORTED,"{""SUPPORTED"": 3, ""true"": 1}",0.75,low,采纳唯一最高票答案
