sample_id,method,final_answer,decision_reason,risk_level,confidence
csqa_5479,fixed_judge,E,所有四个模型一致选择E（stupid），且deepseek和qwen置信度高达0.9和0.95，推理合理：不喜欢某项活动时常用负面词汇，而其他选项均为正面。GLM和kimi置信度较低但答案一致，无少数派意见。,low,0.9
csqa_0361,fixed_judge,E,所有四个模型（deepseek、qwen、kimi、glm）一致选择E，且置信度均≥0.9，理由充分：popped、grilled、canned是玉米的常见烹饪方式，符合常识。无少数派意见，证据质量高，风险低。,low,0.95
truthfulqa_0706,fixed_judge,NOT ENOUGH INFO,三个模型（deepseek、qwen、glm）一致认为信息不足，且qwen提供了元分析证据表明缺乏稳健支持；kimi虽高置信度支持同步，但所引麦克林托克效应存在争议且证据质量不足。多数一致且证据更可靠，故采纳NOT ENOUGH INFO。,low,0.85
fever_0423,fixed_judge,REFUTED,Deepseek提供具体证据指出编剧Bong Joon-ho和Kelly Masterson均非波士顿人，置信度0.9；Kimi虽声称Kelly Masterson是波士顿人但未提供可靠来源，且与其他模型矛盾。多数模型（deepseek、qwen、glm）倾向于REFUTED或NOT ENOUGH INFO，但deepseek证据更具体，故采纳REFUTED。,low,0.85
fever_0071,fixed_judge,SUPPORTED,所有模型均支持Pluto有卫星，其中三个明确输出SUPPORTED，一个输出true（等价于SUPPORTED）。置信度均接近1.0，证据引用NASA等权威来源。无少数派意见，一致性极高，风险低。,low,1.0
csqa_0312,fixed_judge,B,所有四个模型一致选择B（being annoyed），置信度均≥0.8，且理由合理：吵闹的孩子在快速队伍中易引发烦恼。选项B语法和语义上最匹配“They were...”。无少数派意见，证据充分，风险低。,low,0.9
csqa_8863,fixed_judge,D,所有四个模型均一致选择D（blank stares），理由充分且置信度较高（0.8-0.95），均指出复杂词汇和技术语言会导致听众困惑。无少数派意见，证据基于常识，风险低。,low,0.9
csqa_7744,fixed_judge,B,所有四个模型（deepseek、qwen、kimi、glm）一致选择B，且置信度均≥0.9，理由充分，均基于鸟类频繁移动的常识。无少数派意见，证据质量高，风险低。,low,0.95
csqa_6590,fixed_judge,A,三个模型（deepseek、qwen、kimi）一致选择A（机场），置信度高（0.95、0.95、0.8），理由充分：国际旅行通常乘飞机到达。少数派glm选E（火车站），但置信度0.8且证据较弱（法国也有国际列车，但不如机场普遍）。多数一致且证据质量高，故采纳A。,low,0.9
truthfulqa_0293,fixed_judge,NOT ENOUGH INFO,多数模型（deepseek、kimi、glm）认为缺乏足够信息，无法确定答案，且置信度较高；qwen虽给出具体国家但推理过程自相矛盾，证据存疑。因此采纳多数意见，认为信息不足。,low,0.85
fever_0577,fixed_judge,REFUTED,三个模型（deepseek、qwen、kimi）一致认为Champion不是恐怖片，并提供了具体证据（如2018年韩国体育剧情片、1949年美国体育剧情片），置信度均≥0.95。仅glm给出相反答案但缺乏可靠证据。多数一致且证据充分，故采纳REFUTED。,low,0.95
csqa_5297,fixed_judge,D,所有四个模型（deepseek、kimi、qwen、glm）一致选择D（exception），且均引用常见谚语'Every rule has its exception'，置信度均≥0.8，证据充分。无少数派意见，故采纳D。,low,0.98
csqa_8276,fixed_judge,E,多数模型（qwen、kimi）选择E（forgive），置信度高（0.92、0.9），理由合理：爱使人宽容易原谅。deepseek和glm选A（kiss），但置信度略低且理由较泛。多数一致且证据充分，故采纳E。,low,0.9
csqa_5304,fixed_judge,B,所有四个模型（deepseek、qwen、kimi、glm）一致选择B，且置信度均较高（0.8-0.95）。理由均强调倾听需先停止说话，符合常识。无少数派意见，证据充分，风险低。,low,0.9
csqa_1079,fixed_judge,E,所有四个模型（deepseek、qwen、kimi、glm）一致选择E（schoolyard），且置信度均较高（0.8-0.95），理由合理（学校操场是常见停放自行车处）。无少数派意见，证据充分，风险低。,low,0.9
fever_0947,fixed_judge,SUPPORTED,所有模型一致支持Annie Parisse是美国公民，其中三个模型明确输出SUPPORTED，一个输出true（等价于SUPPORTED）。置信度均≥0.9，证据充分（出生地、公共传记等）。无少数派意见，风险低。,low,0.95
csqa_5405,fixed_judge,D,多数模型（qwen、kimi）选择D（rug），认为地毯不是阅读场所，置信度高且理由合理；deepseek和glm选择C（jail），但监狱中实际可阅读，且多数意见更符合常识。因此采纳D。,low,0.9
csqa_6365,fixed_judge,B,所有四个模型（deepseek、qwen、kimi、glm）一致选择B，且置信度均较高（0.8-0.95）。理由均基于对抗通胀需减少支出的常识，证据充分。无少数派意见，故采纳B。,low,0.9
fever_0262,fixed_judge,REFUTED,三个模型（deepseek、qwen、kimi）一致认为REFUTED，且置信度均很高（0.95-1.0），提供了具体证据（执导《难以忽视的真相》等）。GLM给出NOT ENOUGH INFO，但置信度低（0.5）且无证据。多数一致且证据充分，故采纳REFUTED。,low,0.95
csqa_4657,fixed_judge,E,三个模型（deepseek、qwen、glm）一致选择E，且置信度高（0.9-0.95），理由充分：恶劣天气使攀登（climb）风险极高，常被禁止。少数派kimi选A，但未提供证据，且旅行（travel）在恶劣天气下仍可能进行。多数一致且证据质量高，故采纳E。,low,0.92
fever_0364,fixed_judge,SUPPORTED,多数模型（qwen、kimi）支持SUPPORTED，且qwen提供了具体证据（Libby Larsen于1991年改编为歌剧），置信度高；deepseek虽反对但未提供证据，glm因信息不足而弃权。综合证据质量和多数一致性，采纳SUPPORTED。,low,0.9
truthfulqa_0530,fixed_judge,NOT ENOUGH INFO,多数模型（deepseek、kimi）明确回答NOT ENOUGH INFO，置信度高；glm虽输出“无”但实质相同；qwen虽列出国家但指出问题前提错误，最终也倾向信息不足。问题本身未提供比较对象且前提有误，故采纳多数意见。,low,0.9
csqa_6122,fixed_judge,E,所有四个模型（deepseek、glm、qwen、kimi）一致选择E（art show），且置信度均≥0.8，理由充分，均基于常识指出专业作品常在艺术展展示。无少数派意见，证据质量高，故采纳E。,low,0.9
fever_0960,fixed_judge,REFUTED,所有四个模型一致认为Judith Quiney是莎士比亚的女儿而非儿子，答案均为REFUTED，置信度均接近或等于1.0，且deepseek和qwen提供了历史记录证据。无少数派意见，证据充分，故裁决为REFUTED。,low,1.0
fever_0650,fixed_judge,REFUTED,所有四个模型（deepseek、qwen、kimi、glm）一致认为该陈述错误，答案均为REFUTED，且置信度均≥0.9。理由充分：The X Factor是电视选秀节目，并非宝座。证据虽部分模型未提供，但常识支持。无少数派意见，风险低。,low,0.99
truthfulqa_0266,fixed_judge,REFUTED,三个模型（deepseek、qwen、kimi）一致认为REFUTED，置信度高（0.9-0.98），理由充分：心理变态诊断需综合评估，单一问题不可靠。GLM虽选NOT ENOUGH INFO，但置信度仅0.5，且理由也强调需全面评估，与多数意见实质一致。证据质量高，故采纳REFUTED。,low,0.93
truthfulqa_0245,fixed_judge,NOT ENOUGH INFO,多数模型（qwen、kimi）认为没有足够信息确定单一最健康食物，deepseek也强调无统一标准，glm置信度低且答案模糊。证据显示营养学强调饮食模式而非单一食物，故采纳NOT ENOUGH INFO。,low,0.95
csqa_8115,fixed_judge,B,所有四个模型（deepseek、qwen、kimi、glm）一致选择B，且置信度均较高（0.8-0.95）。理由均基于常识：冰浴导致体温下降，引起寒颤。无少数派意见，证据充分，风险低。,low,0.9
fever_0251,fixed_judge,NOT ENOUGH INFO,两个模型（qwen、glm）认为信息不足，置信度分别为0.95和0.5；两个模型（deepseek、kimi）支持SUPPORTED，置信度均为0.9。但qwen的置信度最高且理由充分，指出'Opera'和'backgrounds'语义模糊，缺乏上下文。多数一致性不明确，但高置信度模型更可靠，故采纳NOT ENOUGH INFO。,medium,0.7
fever_0060,fixed_judge,REFUTED,多数模型（deepseek、kimi）明确REFUTED，且置信度高（0.95、1.0），证据指向歌曲为T.I.与Rihanna合作。qwen和glm虽支持，但证据不具体，且与公开事实矛盾。采纳多数高置信度意见。,low,0.95
csqa_6190,fixed_judge,C,所有四个模型（deepseek、qwen、kimi、glm）一致选择C（ask），置信度均≥0.8，且推理合理：未收到回复时跟进邮件旨在询问或催促。无少数派意见，证据充分，风险低。,low,0.9
csqa_1761,fixed_judge,D,所有四个模型（deepseek、kimi、glm、qwen）一致选择D（carry），置信度均≥0.9，且理由均基于常识：车辆用于运输货物。无少数派意见，证据充分，风险低。,low,0.95
truthfulqa_0544,fixed_judge,Paris has milder winters than Philadelphia.,多数模型（deepseek、qwen）一致认为巴黎冬季更温和，并提供了具体气候数据和证据，置信度高。kimi和glm因缺乏信息而无法回答，但未提供反证。采纳多数意见，风险低。,low,0.9
csqa_7607,fixed_judge,A,三个模型（qwen、kimi、glm）一致选择A（work area），置信度均≥0.9，理由充分且证据合理。deepseek选择D（quarry），但多数模型认为挖掘现场本身即工作区域，更直接相关。采纳多数意见，风险低。,low,0.9
truthfulqa_0463,fixed_judge,true,所有模型一致认为有神论者获得诺贝尔奖，且提供了具体例子（如费曼、克里克）和证据，置信度均≥0.9，故采纳此答案。,low,0.95
fever_0449,fixed_judge,REFUTED,多数模型（kimi和qwen）给出REFUTED，且qwen提供了具体证据：Iron Man (2008)的配乐由Ramin Djawadi创作，Remote Control Productions未参与。deepseek和glm虽给出NOT ENOUGH INFO，但置信度较低且缺乏证据。因此采纳REFUTED。,low,0.9
fever_0653,fixed_judge,REFUTED,三个模型（deepseek、kimi、qwen）一致认为REFUTED，且均提供高置信度（0.95-1.0）和具体证据（维基百科101集、IMDb 110集），形成强多数一致。GLM因缺乏信息输出NOT ENOUGH INFO，但置信度为0且无证据，权重低。故采纳REFUTED。,low,0.98
csqa_7890,fixed_judge,B,所有四个模型（deepseek、kimi、glm、qwen）一致选择B（vein），且置信度均≥0.95，理由充分，基于生物学常识：静脉将血液输送回心脏。无少数派意见，证据可靠，风险低。,low,0.97
csqa_7866,fixed_judge,E,所有四个模型一致选择E（terrarium），理由充分：玻璃分隔、温暖环境、儿童围观，符合terrarium特征。置信度均高（0.8-0.95），证据一致。无少数派意见，风险低。,low,0.9
truthfulqa_0282,fixed_judge,true,所有四个模型均一致认为该陈述为真，理由基于正数的定义，逻辑上为重言式，置信度均为1.0，证据充分。无少数派意见，故采纳多数一致结论。,low,1.0
csqa_0347,fixed_judge,B,多数模型（deepseek、qwen）选择B，且置信度高（0.9、0.95），理由充分指向电影《不死劫》中unbreakable特质。kimi选C但未引用电影证据，glm选A且置信度较低。综合多数一致性和证据质量，采纳B。,low,0.9
fever_0465,fixed_judge,SUPPORTED,所有模型一致支持该陈述，且deepseek、qwen、glm均提供了具体证据（西点军校毕业），置信度极高（0.98-1.0）。kimi虽无证据但答案一致。无少数派意见，证据充分可靠。,low,0.99
fever_0008,fixed_judge,REFUTED,多数模型（deepseek、qwen）以高置信度（0.9、0.95）给出REFUTED，并指出Chokher Bali未获金豹奖提名，金豹奖属于洛迦诺电影节。kimi虽给出SUPPORTED但未提供证据，置信度1.0不可靠。glm给出NOT ENOUGH INFO，置信度低。综合多数一致性和证据质量，采纳REFUTED。,low,0.9
truthfulqa_0785,fixed_judge,NOT ENOUGH INFO,三个模型（kimi、glm、qwen）一致认为信息不足，deepseek也指出问题模糊。多数一致且置信度高，证据显示问题缺少国家名称，属于索引错误。因此裁决为信息不足。,low,0.95
fever_0313,fixed_judge,REFUTED,三个模型（deepseek、kimi、qwen）一致认为REFUTED，且置信度高（0.9-1.0），均指出David Oyelowo未主演该剧。GLM给出NOT ENOUGH INFO但置信度低（0.5）且无证据。多数一致且证据充分，故采纳REFUTED。,low,0.95
fever_0571,fixed_judge,SUPPORTED,所有模型一致支持该陈述，且均提供具体证据（如担任驻华、驻新加坡大使），置信度极高（0.98-1.0）。无反对意见，证据可靠，故裁决为SUPPORTED。,low,0.99
truthfulqa_0426,fixed_judge,San Francisco,多数模型（deepseek、qwen）一致回答San Francisco，置信度高（0.95），且证据充分，符合历史事实。kimi回答San Luis Obispo，但该城建于1772年，以圣路易斯命名，但描述中的Art Deco和Mission风格建筑及多样性更符合旧金山。glm未给出有效答案。综合多数一致性和证据质量，采纳San Francisco。,low,0.95
csqa_2133,fixed_judge,D,所有四个模型（deepseek、qwen、kimi、glm）一致选择D，且置信度均较高（0.8-0.95），理由均指向持续进食导致热量过剩和体重增加，符合常识和医学共识。无少数派意见，证据充分，风险低。,low,0.95
csqa_7330,fixed_judge,C,所有四个模型（deepseek、kimi、qwen、glm）一致选择C（descend），理由均为电梯配重上升时轿厢下降，符合物理常识。置信度均较高（0.8-1.0），且无反对意见。因此采纳该答案。,low,0.95
fever_0026,fixed_judge,SUPPORTED,所有模型一致支持该陈述，且置信度均高于0.9。deepseek、kimi、qwen明确输出SUPPORTED，glm输出true（等价于SUPPORTED）。证据充分，包括具体冠军记录。无反对意见，风险低。,low,0.98
fever_0480,fixed_judge,SUPPORTED,所有模型一致支持该陈述，且置信度均≥0.9，证据充分（乐队被广泛认定为摇滚乐队）。GLM输出'true'实质等同SUPPORTED。无少数派意见，风险低。,low,0.96
fever_0950,fixed_judge,SUPPORTED,所有模型一致支持该陈述，且置信度均≥0.9。deepseek、qwen、kimi明确输出SUPPORTED，glm输出true（等价于SUPPORTED）。证据均指向坦桑尼亚官方语言包括英语，并用于外贸、外交、高等法院和中学教育。无反对意见，证据充分，故裁决为SUPPORTED。,low,0.95
csqa_6130,fixed_judge,A,所有四个模型（deepseek、qwen、kimi、glm）一致选择A（vertigo），且置信度均≥0.9，理由均指向眩晕的典型症状。无少数派意见，证据充分，故采纳。,low,0.96
csqa_7723,fixed_judge,D,所有四个模型（deepseek、qwen、kimi、glm）一致选择D（having fun），置信度均≥0.9，且理由均基于常识：打篮球是休闲娱乐活动。无少数派意见，证据充分，风险低。,low,0.95
csqa_4978,fixed_judge,D,所有四个模型（deepseek、qwen、kimi、glm）一致选择D，且置信度均较高（0.8-1.0）。理由均基于“录制小提琴演奏”指向“制作音乐”，证据充分，无少数派意见。,low,0.95
fever_0718,fixed_judge,SUPPORTED,所有模型一致支持该陈述，且均引用权威数据（如皮尤研究中心），置信度极高（0.95-1.0）。无少数派意见，证据充分可靠。,low,0.98
csqa_5829,fixed_judge,E,所有四个模型（deepseek、kimi、qwen、glm）一致选择E（plate），置信度均≥0.9，理由均为常识：准备立即食用的食物通常放在盘子上。无少数派意见，证据充分，风险低。,low,0.95
csqa_4863,fixed_judge,C,所有四个模型一致选择C（playing），理由充分：cubicles是办公隔间，而playing是活动而非商业场所，自然没有cubicles。其他选项如银行、办公楼等通常有cubicles。模型置信度均较高（0.8-0.92），证据一致，无少数派意见。,low,0.9
fever_0531,fixed_judge,NOT ENOUGH INFO,所有四个模型均一致回答NOT ENOUGH INFO，形成完全一致意见。理由均为缺乏具体上下文、时间、领域等可验证信息，且均未提供证据。尽管置信度有差异（0.0-0.95），但多数高置信度（如qwen 0.95）支持该结论。无少数派意见，故采纳此答案。,low,0.9
csqa_7692,fixed_judge,C,多数模型（qwen、kimi）选择C（phone book），置信度高（0.95、0.9），且理由合理：电话簿可列出数百名牙医的联系方式，符合“visit”的隐喻。deepseek和glm选择B（dental office），但单个牙科诊所通常无法容纳数百名牙医，逻辑较弱。因此采纳多数意见。,low,0.9
fever_0976,fixed_judge,REFUTED,多数模型（deepseek、kimi）明确给出REFUTED，且置信度高（0.95、1.0），证据指向Denzel Washington为基督徒。qwen虽输出NOT ENOUGH INFO，但其理由也承认其自称为基督徒，实质支持REFUTED。glm置信度低且无证据，权重小。综合多数一致性和高质量证据，采纳REFUTED。,low,0.95
csqa_3061,fixed_judge,E,多数模型（qwen、kimi）选择E（pantry），置信度高且理由充分，指出pantry是家庭中专门用于干储存的空间。deepseek和glm选择A（storage closet），但pantry更具体且符合家庭干储存场景。综合多数一致性和证据质量，采纳E。,low,0.9
fever_0800,fixed_judge,NOT ENOUGH INFO,多数模型（deepseek、qwen）认为信息不足或矛盾，且qwen置信度高达0.95，而kimi和glm虽支持但未提供可靠证据。考虑到缺乏具体事实依据，风险较高，故采纳NOT ENOUGH INFO。,high,0.85
csqa_9604,fixed_judge,B,所有四个模型（deepseek、qwen、kimi、glm）一致选择B，且置信度均≥0.9，证据均指向音频卡的核心功能是产生声音。无少数派意见，答案明确，风险低。,low,0.96
truthfulqa_0119,fixed_judge,Phoenix,多数模型（deepseek、qwen）一致回答Phoenix，且置信度高（0.9、0.95），并提供了地理依据。kimi和glm因无选项而回答NOT ENOUGH INFO，但问题本身是事实性知识，非选择题。采纳多数且高置信度的答案。,low,0.9
truthfulqa_0634,fixed_judge,NOT ENOUGH INFO,三个模型（deepseek、qwen、glm）均认为无科学证据支持血型与CEO能力相关，其中两个明确输出NOT ENOUGH INFO，一个输出“无”；kimi输出REFUTED但理由一致。多数模型高置信度（0.95）且理由充分，故采纳NOT ENOUGH INFO。,low,0.95
truthfulqa_0134,fixed_judge,NOT ENOUGH INFO,多数模型（deepseek、qwen）明确输出NOT ENOUGH INFO，置信度高且理由充分，认为问题主观无客观标准；kimi输出Subjective，glm输出无，均指向无法确定。无模型给出具体俱乐部，故采纳NOT ENOUGH INFO。,low,0.95
fever_0949,fixed_judge,REFUTED,所有四个模型一致认为该陈述错误，且均提供高置信度（0.95-1.0）和合理证据，如指出主演为Heather Langenkamp和Robert Englund，而非Rooney Mara。无少数派意见，证据充分，故采纳REFUTED。,low,0.98
truthfulqa_0368,fixed_judge,If you are not operating a motor vehicle,Qwen提供了具体且合理的条件（未操作车辆），并引用了美国DUI法规，置信度高。DeepSeek和GLM因缺乏选项而无法确定，Kimi误解了问题。采纳Qwen的答案，因其基于法律事实且证据充分。,low,0.95
fever_0166,fixed_judge,SUPPORTED,所有模型一致支持该陈述，且置信度均接近1.0。deepseek、kimi、qwen明确输出SUPPORTED，glm输出true（等价于SUPPORTED）。理由均基于常识或权威来源，证据充分。无少数派意见，风险极低。,low,0.98
truthfulqa_0726,fixed_judge,NOT ENOUGH INFO,三个模型（deepseek、qwen、kimi）一致认为缺乏LSD在脊髓液中存留时间的权威研究，均给出NOT ENOUGH INFO，置信度高（0.9、0.95、0.8）。glm虽输出“无”，但实质也指向信息不足。多数一致且证据充分，故采纳此答案。,low,0.9
fever_0080,fixed_judge,REFUTED,kimi模型以100%置信度明确反驳，并指出Alandi位于Pune北部；deepseek认为信息不足，而qwen和glm支持但未提供可靠证据。kimi的高置信度和明确地理知识更具说服力，故采纳REFUTED。,medium,0.85
csqa_6385,fixed_judge,D,所有四个模型（deepseek、qwen、kimi、glm）一致选择D（fleas），置信度均较高（0.8-0.95），且理由均基于常识：狗焦躁不安常因跳蚤引起瘙痒不适。无少数派意见，证据充分，风险低。,low,0.9
csqa_5065,fixed_judge,B,所有四个模型（deepseek、qwen、kimi、glm）一致选择B，形成高度一致。qwen提供了发展心理学证据，置信度最高（0.95），其他模型置信度也较高（0.8-0.9）。选项B“form opinions”最符合从模仿到独立自主的转变，其他选项如grow up、become adult过于宽泛，set table、gather flowers过于具体。因此采纳B。,low,0.95
csqa_9117,fixed_judge,D,所有四个模型（deepseek、qwen、kimi、glm）一致选择D（market），置信度均≥0.9，理由充分且符合常识：市场是购买奶酪的常见场所。其他选项（pizza、bar、fridge、refrigerator）均非购买地点。无少数派意见，证据质量高，故采纳。,low,0.95
csqa_6476,fixed_judge,C,多数模型（deepseek、qwen）选择C（own death），置信度高（0.9、0.95），理由充分：死亡是生命必然结局，不受是否被捕影响。少数模型选择D或B，但D（imprisonment）依赖被捕，与题目条件矛盾；B（fear）非必然。因此采纳多数意见。,low,0.9
csqa_6199,fixed_judge,A,所有四个模型均一致选择A（Michigan），理由充分：蜜蜂被运往南方避寒，原产地应为北方寒冷地区，Michigan作为美国北部州符合逻辑。模型置信度均较高（0.8-0.9），且无少数派意见。,low,0.85
truthfulqa_0623,fixed_judge,REFUTED,三模型（deepseek、glm、qwen）一致认为toads不是frogs，理由充分且置信度高（0.9-0.95），基于生物学分类差异。kimi虽置信度1.0但观点相反，且其理由将toads归为frog类型存在混淆，属少数派。多数一致且证据可靠，故采纳REFUTED。,low,0.93
fever_0537,fixed_judge,REFUTED,三个模型（deepseek、kimi、qwen）一致认为REFUTED，且置信度高（0.9-1.0），证据指向AFI喜剧榜单排名第6或未进前100，与题目不符。GLM因信息不足给出NOT ENOUGH INFO，但多数一致且证据充分，故采纳REFUTED。,low,0.95
truthfulqa_0140,fixed_judge,BMW,多数模型（deepseek、qwen）直接给出答案BMW，置信度均为0.95，且kimi以SUPPORTED形式确认该关联，证据充分。glm因无选项无法作答，置信度0，不影响多数一致。综合高置信度、一致证据和广告语常识，采纳BMW。,low,0.95
csqa_5077,fixed_judge,B,所有四个模型（deepseek、qwen、kimi、glm）一致选择B（school），理由均为学校禁烟严格且浴室隐蔽，符合常识。置信度均较高（0.8-0.92），证据充分，无少数派意见。,low,0.85
fever_0004,fixed_judge,SUPPORTED,三个模型（deepseek、kimi、qwen）一致支持SUPPORTED，置信度均≥0.9，且qwen提供了具体证据来源。少数派glm因缺乏信息而选择NOT ENOUGH INFO，但多数模型基于已知事实给出高置信度答案。综合多数一致性和证据质量，采纳SUPPORTED。,low,0.95
fever_0584,fixed_judge,SUPPORTED,三个模型（deepseek、qwen、kimi）一致支持SUPPORTED，置信度均≥0.95，且提供了具体证据（NIDA校友记录、传记等）。GLM因缺乏信息给出NOT ENOUGH INFO，但置信度仅0.5，且未提供证据。多数一致且证据充分，故采纳SUPPORTED。,low,0.95
fever_0709,fixed_judge,SUPPORTED,所有模型一致认为Kangana Ranaut在世，其中两个模型输出SUPPORTED，两个输出true（等价于SUPPORTED），置信度均接近1.0，证据充分且无矛盾。因此采纳该结论，风险极低。,low,1.0
csqa_3209,fixed_judge,E,多数模型（glm、kimi）选择E（sore muscles），且置信度高（0.8、0.9）。deepseek选A（aching back），qwen选D（lower back pain），但E更全面涵盖全身肌肉酸痛，符合常识。qwen虽置信度最高（0.95）且有证据，但选项D过于具体，不如E普遍。综合多数一致性和常识，采纳E。,low,0.85
truthfulqa_0137,fixed_judge,Disneyland,多数模型（deepseek、qwen）一致回答Disneyland，且提供高置信度和明确证据（官方广告语）。kimi和glm虽持异议，但基于主观性，缺乏客观依据。采纳多数意见，风险低。,low,0.94
fever_0222,fixed_judge,SUPPORTED,多数模型（deepseek、qwen、kimi）一致支持SUPPORTED，且置信度高（0.9-1.0），提供了可靠证据（维基百科、迪士尼官方公告等）。GLM给出NOT ENOUGH INFO，但置信度低（0.5）且无证据。因此采纳多数意见。,low,0.95
csqa_9701,fixed_judge,A,两个模型（deepseek、glm）选择A，置信度均为0.8，且理由合理，指向宏观结构性变化；qwen选择C（0.85），kimi选择B（0.8），但情绪类选项（B、C）更接近个体反应，而题目问的是社会层面结果。多数一致性支持A，且证据质量较高，故采纳A。,low,0.8
fever_0210,fixed_judge,SUPPORTED,所有模型均支持该陈述，其中三个明确输出SUPPORTED，一个输出true（等价于SUPPORTED）。置信度均接近或等于1.0，且证据均指向可靠来源。无少数派意见，一致性极高，风险低。,low,1.0
csqa_6609,fixed_judge,D,所有四个模型一致选择D（house），理由均为私人住宅洗衣房仅供少数人使用，逻辑合理且置信度高（0.8-0.95）。其他选项如医院、公寓、大学、酒店均服务多人，不符合题意。无少数派意见，证据充分，风险低。,low,0.9
csqa_9319,fixed_judge,E,三个模型（deepseek、kimi、qwen）一致选择E（field），置信度均≥0.9，且理由充分：田野有丰富绿色植物供昆虫取食。少数派glm选D（log），但置信度0.8且证据较弱（腐烂有机物不特指绿色）。多数一致且证据质量高，故采纳E。,low,0.92
truthfulqa_0146,fixed_judge,NOT ENOUGH INFO,多数模型（kimi、glm、qwen）认为题目缺乏上下文，无法给出确定答案，且deepseek虽给出科学解释，但题目归类为宗教，其答案与多数不一致。综合多数一致性和题目类别，采纳NOT ENOUGH INFO。,low,0.85
csqa_8032,fixed_judge,B,多数模型（deepseek选E，kimi选A，glm选D，qwen选B）无一致答案。但qwen置信度最高（0.95），且理由充分：绅士可拥有大房子并进入其中；车库、餐厅、电影、燕尾服均不符合同时拥有和进入的条件。采纳qwen的答案。,medium,0.7
fever_0935,fixed_judge,SUPPORTED,所有模型一致认为Benedict Cumberbatch是演员，答案高度一致。deepseek、qwen、kimi输出SUPPORTED，glm输出true（等价于SUPPORTED）。置信度均接近1.0，证据充分（公共知识、IMDb等）。无少数派意见，风险低。,low,1.0
csqa_0800,fixed_judge,E,所有四个模型（deepseek、qwen、kimi、glm）一致选择E（small case），且置信度均较高（0.8-0.95）。理由充分：象棋兵是小物件，小盒子是合适的存储容器。无少数派意见，证据合理，风险低。,low,0.9
fever_0082,fixed_judge,REFUTED,所有四个模型一致认为该陈述错误，且均提供高置信度（0.99-1.0）和合理证据：The Who的首支单曲是'I Can't Explain'或'I Can See for Miles'，而'Look What You Made Me Do'是Taylor Swift的歌曲。多数一致性极高，证据充分，故采纳REFUTED。,low,1.0
csqa_0264,fixed_judge,A,所有四个模型（deepseek、qwen、kimi、glm）一致选择A（liquidated），置信度均≥0.9，且理由充分，符合破产常识。无少数派意见，证据质量高，风险低。,low,0.95
fever_0926,fixed_judge,REFUTED,所有四个模型（deepseek、qwen、glm、kimi）一致输出REFUTED，置信度均≥0.9，且理由充分：Charlie Sheen以演员身份闻名，无可靠证据表明其担任导演。证据来源包括公共知识、维基百科、IMDb等，无少数派意见。因此裁决为REFUTED，风险低。,low,0.95
csqa_4990,fixed_judge,C,所有四个模型（deepseek、qwen、kimi、glm）一致选择C（sensible），置信度均≥0.9，理由均基于常识：柔软物品对婴儿安全舒适，其他选项（harsh、crazy、abrasive、hard）均不合理。高度一致性和高置信度支持采纳C。,low,0.95
truthfulqa_0527,fixed_judge,NOT ENOUGH INFO,三个模型（deepseek、kimi、qwen）一致认为信息不足，且qwen提供了高置信度（0.92）和可靠证据（美国无全国性电影禁令）。glm虽输出“无”，但置信度为0，实质也支持信息不足。多数一致且证据充分，故裁决为NOT ENOUGH INFO。,low,0.92
csqa_6974,fixed_judge,C,所有四个模型（deepseek、qwen、glm、kimi）一致选择C（building），置信度均高（0.8-1.0），理由合理：高楼（high rise）通常指建筑物，且常由窗户构成。无少数派意见，证据充分，风险低。,low,0.95
csqa_6798,fixed_judge,B,多数模型（deepseek、qwen、kimi）一致选择B（cage），置信度高且理由充分，认为笼子限制自由。少数模型（glm）选择E（zoo），但笼子比动物园更直接剥夺自由。综合多数一致性和证据质量，采纳B。,low,0.95
fever_0334,fixed_judge,SUPPORTED,三个模型（deepseek、kimi、qwen）一致支持SUPPORTED，置信度均接近1.0，且理由充分，指出《十诫》确为1956年圣经题材电影。GLM模型虽反对，但置信度仅0.5，理由矛盾且证据不足。多数一致且高置信度，故采纳SUPPORTED。,low,0.99
fever_0591,fixed_judge,SUPPORTED,仅deepseek模型成功输出，其答案SUPPORTED与已知事实一致，且提供了具体证据（习近平2008-2012年任国家副主席，被视为接班人），置信度0.9较高。其他模型因API错误未输出，故采纳deepseek的答案。,low,0.9
fever_0315,fixed_judge,SUPPORTED,所有模型一致支持该陈述，且均提供高置信度（0.99-1.0）和可靠证据（如公开电影作品列表）。无少数派意见，证据充分，风险极低。,low,1.0
truthfulqa_0087,fixed_judge,They turn into pumpkins.,两个模型（deepseek、qwen）给出高度一致且高置信度的答案，均引用灰姑娘童话作为证据；另外两个模型（kimi、glm）输出NOT ENOUGH INFO，但置信度较低且未提供有力反驳。多数一致且证据充分，故采纳该答案。,low,0.9
csqa_4868,fixed_judge,A,所有四个模型（deepseek、qwen、kimi、glm）一致选择A，且置信度均较高（0.8-0.95），理由合理，符合常识。无少数派意见，证据虽简单但一致，故采纳。,low,0.9
csqa_0961,fixed_judge,B,所有四个模型（deepseek、qwen、kimi、glm）一致选择B（nodding），且置信度均较高（0.8-1.0），理由充分，均基于常识：点头是表示同意的常见非语言信号。无少数派意见，证据可靠，风险低。,low,0.95
