sample_id,risk_labels,majority_answer,correct_models,incorrect_models,majority_is_correct
csqa_8289,high_disagreement,,0,0,False
csqa_8290,high_disagreement,,0,0,False
csqa_8291,high_disagreement,,0,0,False
csqa_8292,true_consensus,B,4,0,True
csqa_8293,high_disagreement,,0,0,False
csqa_8294,true_consensus,A,4,0,True
csqa_8295,high_disagreement,,0,0,False
csqa_8296,high_disagreement,,0,0,False
csqa_8297,high_disagreement,,0,0,False
csqa_8298,high_disagreement,,0,0,False
csqa_8299,high_disagreement,,0,0,False
csqa_8300,high_disagreement,,0,0,False
csqa_8301,high_disagreement,,0,0,False
csqa_8302,high_disagreement,,0,0,False
csqa_8303,high_disagreement,,0,0,False
csqa_8304,high_disagreement,,0,0,False
csqa_8305,high_disagreement,,0,0,False
csqa_8306,high_disagreement,,0,0,False
csqa_8307,high_disagreement,,0,0,False
csqa_8308,high_disagreement,,0,0,False
csqa_8309,high_disagreement,,0,0,False
csqa_8310,high_disagreement,,0,0,False
csqa_8311,false_consensus;confidence_mismatch,E,0,4,False
csqa_8312,high_disagreement,,0,0,False
csqa_8313,high_disagreement,,0,0,False
csqa_8314,high_disagreement,,0,0,False
csqa_8315,high_disagreement,,0,0,False
csqa_8316,high_disagreement,,0,0,False
csqa_8317,high_disagreement,,0,0,False
csqa_8318,high_disagreement,,0,0,False
csqa_8319,high_disagreement,,0,0,False
csqa_8320,high_disagreement,,0,0,False
csqa_8321,high_disagreement,,0,0,False
csqa_8322,high_disagreement,,0,0,False
csqa_8323,high_disagreement,,0,0,False
csqa_8324,high_disagreement,,0,0,False
csqa_8325,high_disagreement,,0,0,False
csqa_8326,high_disagreement,,0,0,False
csqa_8327,high_disagreement,,0,0,False
csqa_8328,high_disagreement,,0,0,False
csqa_8329,high_disagreement,,0,0,False
csqa_8330,high_disagreement,,0,0,False
csqa_8331,high_disagreement,,0,0,False
csqa_8332,high_disagreement,,0,0,False
csqa_8333,high_disagreement,,0,0,False
csqa_8334,high_disagreement,,0,0,False
csqa_8335,high_disagreement,,0,0,False
csqa_8336,high_disagreement,,0,0,False
csqa_8337,high_disagreement,,0,0,False
csqa_8338,high_disagreement,,0,0,False
csqa_8339,high_disagreement,,0,0,False
csqa_8340,high_disagreement,,0,0,False
csqa_8341,high_disagreement,,0,0,False
csqa_8342,high_disagreement,,0,0,False
csqa_8343,high_disagreement,,0,0,False
csqa_8344,high_disagreement,,0,0,False
csqa_8345,high_disagreement,,0,0,False
csqa_8346,high_disagreement,,0,0,False
csqa_8347,high_disagreement,,0,0,False
csqa_8348,high_disagreement,,0,0,False
csqa_8349,high_disagreement,,0,0,False
csqa_8350,high_disagreement,,0,0,False
csqa_8351,high_disagreement,,0,0,False
csqa_8352,high_disagreement,,0,0,False
csqa_8353,high_disagreement,,0,0,False
csqa_8354,high_disagreement,,0,0,False
csqa_8355,high_disagreement,,0,0,False
csqa_8356,true_consensus,B,4,0,True
csqa_8357,high_disagreement,,0,0,False
csqa_8358,high_disagreement,,0,0,False
csqa_8359,high_disagreement,,0,0,False
csqa_8360,high_disagreement,,0,0,False
csqa_8361,high_disagreement,,0,0,False
csqa_8362,high_disagreement,,0,0,False
csqa_8363,high_disagreement,,0,0,False
csqa_8364,high_disagreement,,0,0,False
csqa_8365,high_disagreement,,0,0,False
csqa_8366,high_disagreement,,0,0,False
csqa_8367,high_disagreement,,0,0,False
csqa_8368,high_disagreement,,0,0,False
csqa_8369,high_disagreement,,0,0,False
csqa_8370,high_disagreement,,0,0,False
csqa_8371,high_disagreement,,0,0,False
csqa_8372,high_disagreement,,0,0,False
csqa_8373,high_disagreement,,0,0,False
csqa_8374,high_disagreement,,0,0,False
csqa_8375,high_disagreement,,0,0,False
csqa_8376,high_disagreement,,0,0,False
csqa_8377,high_disagreement,,0,0,False
csqa_8378,true_consensus,E,4,0,True
csqa_8379,high_disagreement,,0,0,False
csqa_8380,high_disagreement,,0,0,False
csqa_8381,high_disagreement,,0,0,False
csqa_8382,high_disagreement,,0,0,False
csqa_8383,high_disagreement,,0,0,False
csqa_8384,true_consensus;confidence_mismatch,A,3,1,True
csqa_8385,high_disagreement,,0,0,False
csqa_8386,high_disagreement,,0,0,False
csqa_8387,high_disagreement,,0,0,False
csqa_8388,high_disagreement,,0,0,False
csqa_8389,high_disagreement,,0,0,False
csqa_8390,high_disagreement,,0,0,False
csqa_8391,high_disagreement,,0,0,False
csqa_8392,high_disagreement,,0,0,False
csqa_8393,high_disagreement,,0,0,False
csqa_8394,high_disagreement,,0,0,False
csqa_8395,high_disagreement,,0,0,False
csqa_8396,high_disagreement,,0,0,False
csqa_8397,high_disagreement,,0,0,False
csqa_8398,high_disagreement,,0,0,False
csqa_8399,high_disagreement,,0,0,False
csqa_8400,high_disagreement,,0,0,False
csqa_8401,high_disagreement,,0,0,False
csqa_8402,high_disagreement,,0,0,False
csqa_8403,high_disagreement,,0,0,False
csqa_8404,high_disagreement,,0,0,False
csqa_8405,high_disagreement,,0,0,False
csqa_8406,high_disagreement,,0,0,False
csqa_8407,high_disagreement,,0,0,False
csqa_8408,high_disagreement,,0,0,False
csqa_8409,high_disagreement,,0,0,False
csqa_8410,high_disagreement,,0,0,False
csqa_8411,high_disagreement,,0,0,False
csqa_8412,high_disagreement,,0,0,False
csqa_8413,high_disagreement,,0,0,False
csqa_8414,high_disagreement,,0,0,False
csqa_8415,high_disagreement,,0,0,False
csqa_8416,high_disagreement,,0,0,False
csqa_8417,high_disagreement,,0,0,False
csqa_8418,high_disagreement,,0,0,False
csqa_8419,high_disagreement,,0,0,False
csqa_8420,high_disagreement,,0,0,False
csqa_8421,high_disagreement,,0,0,False
csqa_8422,high_disagreement,,0,0,False
csqa_8423,high_disagreement,,0,0,False
csqa_8424,high_disagreement,,0,0,False
csqa_8425,high_disagreement,,0,0,False
csqa_8426,high_disagreement,,0,0,False
csqa_8427,high_disagreement,,0,0,False
csqa_8428,high_disagreement,,0,0,False
csqa_8429,high_disagreement,,0,0,False
csqa_8430,high_disagreement,,0,0,False
csqa_8431,high_disagreement,,0,0,False
csqa_8432,high_disagreement,,0,0,False
csqa_8433,high_disagreement,,0,0,False
csqa_8434,high_disagreement,,0,0,False
csqa_8435,high_disagreement,,0,0,False
csqa_8436,high_disagreement,,0,0,False
csqa_8437,high_disagreement,,0,0,False
csqa_8438,high_disagreement,,0,0,False
csqa_8439,high_disagreement,,0,0,False
csqa_8440,high_disagreement,,0,0,False
csqa_8441,high_disagreement,,0,0,False
csqa_8442,high_disagreement,,0,0,False
csqa_8443,high_disagreement,,0,0,False
csqa_8444,high_disagreement,,0,0,False
csqa_8445,high_disagreement,,0,0,False
csqa_8446,high_disagreement,,0,0,False
csqa_8447,high_disagreement,,0,0,False
csqa_8448,high_disagreement,,0,0,False
csqa_8449,high_disagreement,,0,0,False
csqa_8450,high_disagreement,,0,0,False
csqa_8451,high_disagreement,,0,0,False
csqa_8452,high_disagreement,,0,0,False
csqa_8453,high_disagreement,,0,0,False
csqa_8454,high_disagreement,,0,0,False
csqa_8455,high_disagreement,,0,0,False
csqa_8456,high_disagreement,,0,0,False
csqa_8457,high_disagreement,,0,0,False
csqa_8458,high_disagreement,,0,0,False
csqa_8459,high_disagreement,,0,0,False
csqa_8460,high_disagreement,,0,0,False
csqa_8461,high_disagreement,,0,0,False
csqa_8462,high_disagreement,,0,0,False
csqa_8463,high_disagreement,,0,0,False
csqa_8464,high_disagreement,,0,0,False
csqa_8465,high_disagreement,,0,0,False
csqa_8466,high_disagreement,,0,0,False
csqa_8467,high_disagreement,,0,0,False
csqa_8468,high_disagreement,,0,0,False
csqa_8469,high_disagreement,,0,0,False
csqa_8470,high_disagreement,,0,0,False
csqa_8471,high_disagreement,,0,0,False
csqa_8472,high_disagreement,,0,0,False
csqa_8473,high_disagreement,,0,0,False
csqa_8474,high_disagreement,,0,0,False
csqa_8475,high_disagreement,,0,0,False
csqa_8476,high_disagreement;confidence_mismatch,D,2,2,False
csqa_8477,high_disagreement,,0,0,False
csqa_8478,high_disagreement,,0,0,False
csqa_8479,high_disagreement,,0,0,False
csqa_8480,high_disagreement,,0,0,False
csqa_8481,high_disagreement,,0,0,False
csqa_8482,high_disagreement,,0,0,False
csqa_8483,high_disagreement,,0,0,False
csqa_8484,true_consensus,A,4,0,True
csqa_8485,high_disagreement,,0,0,False
csqa_8486,high_disagreement,,0,0,False
csqa_8487,high_disagreement,,0,0,False
csqa_8488,high_disagreement,,0,0,False
csqa_8489,high_disagreement,,0,0,False
csqa_8490,high_disagreement,,0,0,False
csqa_8491,high_disagreement;confidence_mismatch,A,2,2,True
csqa_8492,high_disagreement,,0,0,False
csqa_8493,high_disagreement,,0,0,False
csqa_8494,high_disagreement,,0,0,False
csqa_8495,high_disagreement,,0,0,False
csqa_8496,high_disagreement,,0,0,False
csqa_8497,high_disagreement,,0,0,False
csqa_8498,high_disagreement,,0,0,False
csqa_8499,high_disagreement,,0,0,False
csqa_8500,high_disagreement,,0,0,False
csqa_8501,high_disagreement,,0,0,False
csqa_8502,high_disagreement,,0,0,False
csqa_8503,high_disagreement,,0,0,False
csqa_8504,high_disagreement,,0,0,False
csqa_8505,high_disagreement,,0,0,False
csqa_8506,high_disagreement,,0,0,False
csqa_8507,high_disagreement,,0,0,False
csqa_8508,high_disagreement,,0,0,False
csqa_8509,high_disagreement,,0,0,False
csqa_8510,high_disagreement,,0,0,False
csqa_8511,high_disagreement,,0,0,False
csqa_8512,high_disagreement,,0,0,False
csqa_8513,high_disagreement,,0,0,False
csqa_8514,high_disagreement,,0,0,False
csqa_8515,high_disagreement,,0,0,False
csqa_8516,high_disagreement,,0,0,False
csqa_8517,high_disagreement,,0,0,False
csqa_8518,high_disagreement,,0,0,False
csqa_8519,high_disagreement,,0,0,False
csqa_8520,high_disagreement,,0,0,False
csqa_8521,high_disagreement,,0,0,False
csqa_8522,high_disagreement,,0,0,False
csqa_8523,high_disagreement,,0,0,False
csqa_8524,high_disagreement,,0,0,False
csqa_8525,high_disagreement,,0,0,False
csqa_8526,high_disagreement,,0,0,False
csqa_8527,high_disagreement,,0,0,False
csqa_8528,high_disagreement,,0,0,False
csqa_8529,high_disagreement,,0,0,False
csqa_8530,high_disagreement,,0,0,False
csqa_8531,high_disagreement,,0,0,False
csqa_8532,high_disagreement,,0,0,False
csqa_8533,high_disagreement,,0,0,False
csqa_8534,high_disagreement,,0,0,False
csqa_8535,high_disagreement,,0,0,False
csqa_8536,high_disagreement,,0,0,False
csqa_8537,high_disagreement,,0,0,False
csqa_8538,high_disagreement,,0,0,False
csqa_8539,high_disagreement,,0,0,False
csqa_8540,high_disagreement,,0,0,False
csqa_8541,high_disagreement,,0,0,False
csqa_8542,false_consensus;minority_correct;confidence_mismatch,D,1,3,False
csqa_8543,high_disagreement,,0,0,False
csqa_8544,high_disagreement,,0,0,False
csqa_8545,high_disagreement,,0,0,False
csqa_8546,high_disagreement,,0,0,False
csqa_8547,high_disagreement,,0,0,False
csqa_8548,high_disagreement,,0,0,False
csqa_8549,high_disagreement,,0,0,False
csqa_8550,high_disagreement,,0,0,False
csqa_8551,high_disagreement,,0,0,False
csqa_8552,high_disagreement,,0,0,False
csqa_8553,high_disagreement,,0,0,False
csqa_8554,high_disagreement,,0,0,False
csqa_8555,high_disagreement,,0,0,False
csqa_8556,high_disagreement,,0,0,False
csqa_8557,high_disagreement,,0,0,False
csqa_8558,high_disagreement,,0,0,False
csqa_8559,high_disagreement,,0,0,False
csqa_8560,high_disagreement,,0,0,False
csqa_8561,true_consensus,E,4,0,True
csqa_8562,high_disagreement,,0,0,False
csqa_8563,high_disagreement,,0,0,False
csqa_8564,high_disagreement,,0,0,False
csqa_8565,high_disagreement,,0,0,False
csqa_8566,high_disagreement,,0,0,False
csqa_8567,high_disagreement,,0,0,False
csqa_8568,high_disagreement,,0,0,False
csqa_8569,high_disagreement,,0,0,False
csqa_8570,high_disagreement,,0,0,False
csqa_8571,high_disagreement,,0,0,False
csqa_8572,high_disagreement,,0,0,False
csqa_8573,high_disagreement,,0,0,False
csqa_8574,high_disagreement,,0,0,False
csqa_8575,high_disagreement,,0,0,False
csqa_8576,high_disagreement,,0,0,False
csqa_8577,high_disagreement,,0,0,False
csqa_8578,high_disagreement,,0,0,False
csqa_8579,high_disagreement,,0,0,False
csqa_8580,high_disagreement,,0,0,False
csqa_8581,high_disagreement,,0,0,False
csqa_8582,high_disagreement,,0,0,False
csqa_8583,high_disagreement,,0,0,False
csqa_8584,high_disagreement,,0,0,False
csqa_8585,high_disagreement,,0,0,False
csqa_8586,high_disagreement,,0,0,False
csqa_8587,high_disagreement,,0,0,False
csqa_8588,high_disagreement,,0,0,False
csqa_8589,high_disagreement,,0,0,False
csqa_8590,high_disagreement,,0,0,False
csqa_8591,high_disagreement,,0,0,False
csqa_8592,high_disagreement,,0,0,False
csqa_8593,high_disagreement,,0,0,False
csqa_8594,high_disagreement,,0,0,False
csqa_8595,high_disagreement,,0,0,False
csqa_8596,high_disagreement,,0,0,False
csqa_8597,high_disagreement,,0,0,False
csqa_8598,high_disagreement,,0,0,False
csqa_8599,high_disagreement,,0,0,False
csqa_8600,high_disagreement,,0,0,False
csqa_8601,high_disagreement,,0,0,False
csqa_8602,high_disagreement,,0,0,False
csqa_8603,high_disagreement,,0,0,False
csqa_8604,high_disagreement,,0,0,False
csqa_8605,high_disagreement,,0,0,False
csqa_8606,high_disagreement,,0,0,False
csqa_8607,high_disagreement,,0,0,False
csqa_8608,high_disagreement,,0,0,False
csqa_8609,high_disagreement,,0,0,False
csqa_8610,high_disagreement,,0,0,False
csqa_8611,high_disagreement,,0,0,False
csqa_8612,high_disagreement,,0,0,False
csqa_8613,high_disagreement,,0,0,False
csqa_8614,high_disagreement,,0,0,False
csqa_8615,high_disagreement,,0,0,False
csqa_8616,high_disagreement,,0,0,False
csqa_8617,high_disagreement,,0,0,False
csqa_8618,high_disagreement,,0,0,False
csqa_8619,high_disagreement,,0,0,False
csqa_8620,high_disagreement,,0,0,False
csqa_8621,high_disagreement,,0,0,False
csqa_8622,high_disagreement,,0,0,False
csqa_8623,true_consensus,B,4,0,True
csqa_8624,high_disagreement,,0,0,False
csqa_8625,high_disagreement,,0,0,False
csqa_8626,high_disagreement,,0,0,False
csqa_8627,high_disagreement,,0,0,False
csqa_8628,high_disagreement,,0,0,False
csqa_8629,high_disagreement,,0,0,False
csqa_8630,high_disagreement,,0,0,False
csqa_8631,high_disagreement,,0,0,False
csqa_8632,high_disagreement,,0,0,False
csqa_8633,high_disagreement,,0,0,False
csqa_8634,high_disagreement,,0,0,False
csqa_8635,high_disagreement,,0,0,False
csqa_8636,high_disagreement,,0,0,False
csqa_8637,high_disagreement,,0,0,False
csqa_8638,high_disagreement,,0,0,False
csqa_8639,high_disagreement,,0,0,False
csqa_8640,high_disagreement,,0,0,False
csqa_8641,high_disagreement,,0,0,False
csqa_8642,high_disagreement,,0,0,False
csqa_8643,high_disagreement,,0,0,False
csqa_8644,high_disagreement,,0,0,False
csqa_8645,high_disagreement,,0,0,False
csqa_8646,high_disagreement,,0,0,False
csqa_8647,high_disagreement,,0,0,False
csqa_8648,high_disagreement,,0,0,False
csqa_8649,high_disagreement,,0,0,False
csqa_8650,high_disagreement,,0,0,False
csqa_8651,high_disagreement,,0,0,False
csqa_8652,high_disagreement,,0,0,False
csqa_8653,high_disagreement,,0,0,False
csqa_8654,high_disagreement,,0,0,False
csqa_8655,high_disagreement,,0,0,False
csqa_8656,high_disagreement,,0,0,False
csqa_8657,high_disagreement,,0,0,False
csqa_8658,high_disagreement,,0,0,False
csqa_8659,high_disagreement,,0,0,False
csqa_8660,high_disagreement,,0,0,False
csqa_8661,high_disagreement,,0,0,False
csqa_8662,high_disagreement,,0,0,False
csqa_8663,high_disagreement,,0,0,False
csqa_8664,high_disagreement,,0,0,False
csqa_8665,high_disagreement,,0,0,False
csqa_8666,high_disagreement,,0,0,False
csqa_8667,high_disagreement,,0,0,False
csqa_8668,high_disagreement,,0,0,False
csqa_8669,high_disagreement,,0,0,False
csqa_8670,high_disagreement,,0,0,False
csqa_8671,high_disagreement,,0,0,False
csqa_8672,high_disagreement,,0,0,False
csqa_8673,high_disagreement,,0,0,False
csqa_8674,high_disagreement,,0,0,False
csqa_8675,high_disagreement,,0,0,False
csqa_8676,high_disagreement,,0,0,False
csqa_8677,high_disagreement,,0,0,False
csqa_8678,high_disagreement,,0,0,False
csqa_8679,high_disagreement,,0,0,False
csqa_8680,high_disagreement,,0,0,False
csqa_8681,high_disagreement,,0,0,False
csqa_8682,high_disagreement,,0,0,False
csqa_8683,high_disagreement,,0,0,False
csqa_8684,high_disagreement,,0,0,False
csqa_8685,high_disagreement,,0,0,False
csqa_8686,high_disagreement,,0,0,False
csqa_8687,high_disagreement,,0,0,False
csqa_8688,high_disagreement,,0,0,False
csqa_8689,high_disagreement,,0,0,False
csqa_8690,high_disagreement,,0,0,False
csqa_8691,high_disagreement,,0,0,False
csqa_8692,high_disagreement,,0,0,False
csqa_8693,high_disagreement,,0,0,False
csqa_8694,high_disagreement,,0,0,False
csqa_8695,high_disagreement,,0,0,False
csqa_8696,high_disagreement,,0,0,False
csqa_8697,high_disagreement,,0,0,False
csqa_8698,high_disagreement,,0,0,False
csqa_8699,high_disagreement,,0,0,False
csqa_8700,high_disagreement,,0,0,False
csqa_8701,high_disagreement,,0,0,False
csqa_8702,high_disagreement,,0,0,False
csqa_8703,high_disagreement,,0,0,False
csqa_8704,high_disagreement,,0,0,False
csqa_8705,high_disagreement,,0,0,False
csqa_8706,high_disagreement,,0,0,False
csqa_8707,high_disagreement,,0,0,False
csqa_8708,high_disagreement,,0,0,False
csqa_8709,high_disagreement,,0,0,False
csqa_8710,high_disagreement,,0,0,False
csqa_8711,high_disagreement,,0,0,False
csqa_8712,high_disagreement,,0,0,False
csqa_8713,high_disagreement,,0,0,False
csqa_8714,high_disagreement,,0,0,False
csqa_8715,high_disagreement,,0,0,False
csqa_8716,high_disagreement,,0,0,False
csqa_8717,high_disagreement,,0,0,False
csqa_8718,high_disagreement,,0,0,False
csqa_8719,high_disagreement,,0,0,False
csqa_8720,high_disagreement,,0,0,False
csqa_8721,high_disagreement,,0,0,False
csqa_8722,high_disagreement,,0,0,False
csqa_8723,high_disagreement,,0,0,False
csqa_8724,high_disagreement,,0,0,False
csqa_8725,high_disagreement,,0,0,False
csqa_8726,high_disagreement,,0,0,False
csqa_8727,high_disagreement,,0,0,False
csqa_8728,high_disagreement,,0,0,False
csqa_8729,high_disagreement,,0,0,False
csqa_8730,high_disagreement,,0,0,False
csqa_8731,high_disagreement,,0,0,False
csqa_8732,high_disagreement,,0,0,False
csqa_8733,high_disagreement,,0,0,False
csqa_8734,high_disagreement,,0,0,False
csqa_8735,high_disagreement,,0,0,False
csqa_8736,high_disagreement,,0,0,False
csqa_8737,high_disagreement,,0,0,False
csqa_8738,high_disagreement,,0,0,False
csqa_8739,high_disagreement,,0,0,False
csqa_8740,high_disagreement,,0,0,False
csqa_8741,high_disagreement,,0,0,False
csqa_8742,high_disagreement,,0,0,False
csqa_8743,high_disagreement,,0,0,False
csqa_8744,high_disagreement,,0,0,False
csqa_8745,false_consensus;minority_correct;confidence_mismatch,B,1,3,False
csqa_8746,high_disagreement,,0,0,False
csqa_8747,high_disagreement,,0,0,False
csqa_8748,high_disagreement,,0,0,False
csqa_8749,high_disagreement,,0,0,False
csqa_8750,high_disagreement,,0,0,False
csqa_8751,high_disagreement,,0,0,False
csqa_8752,high_disagreement,,0,0,False
csqa_8753,high_disagreement,,0,0,False
csqa_8754,high_disagreement,,0,0,False
csqa_8755,high_disagreement,,0,0,False
csqa_8756,high_disagreement,,0,0,False
csqa_8757,high_disagreement,,0,0,False
csqa_8758,high_disagreement,,0,0,False
csqa_8759,high_disagreement,,0,0,False
csqa_8760,high_disagreement,,0,0,False
csqa_8761,high_disagreement,,0,0,False
csqa_8762,high_disagreement,,0,0,False
csqa_8763,high_disagreement,,0,0,False
csqa_8764,high_disagreement,,0,0,False
csqa_8765,high_disagreement,,0,0,False
csqa_8766,high_disagreement,,0,0,False
csqa_8767,high_disagreement,,0,0,False
csqa_8768,high_disagreement,,0,0,False
csqa_8769,high_disagreement,,0,0,False
csqa_8770,high_disagreement,,0,0,False
csqa_8771,high_disagreement,,0,0,False
csqa_8772,high_disagreement,,0,0,False
csqa_8773,high_disagreement,,0,0,False
csqa_8774,high_disagreement,,0,0,False
csqa_8775,high_disagreement,,0,0,False
csqa_8776,high_disagreement,,0,0,False
csqa_8777,high_disagreement,,0,0,False
csqa_8778,high_disagreement,,0,0,False
csqa_8779,high_disagreement,,0,0,False
csqa_8780,high_disagreement,,0,0,False
csqa_8781,high_disagreement,,0,0,False
csqa_8782,high_disagreement,,0,0,False
csqa_8783,high_disagreement,,0,0,False
csqa_8784,high_disagreement,,0,0,False
csqa_8785,high_disagreement,,0,0,False
csqa_8786,high_disagreement,,0,0,False
csqa_8787,high_disagreement,,0,0,False
csqa_8788,high_disagreement,,0,0,False
csqa_8789,high_disagreement,,0,0,False
csqa_8790,high_disagreement,,0,0,False
csqa_8791,high_disagreement,,0,0,False
csqa_8792,high_disagreement,,0,0,False
csqa_8793,high_disagreement,,0,0,False
csqa_8794,high_disagreement,,0,0,False
csqa_8795,high_disagreement,,0,0,False
csqa_8796,high_disagreement,,0,0,False
csqa_8797,high_disagreement,,0,0,False
csqa_8798,high_disagreement,,0,0,False
csqa_8799,high_disagreement,,0,0,False
csqa_8800,high_disagreement,,0,0,False
csqa_8801,high_disagreement,,0,0,False
csqa_8802,high_disagreement,,0,0,False
csqa_8803,high_disagreement,,0,0,False
csqa_8804,high_disagreement,,0,0,False
csqa_8805,high_disagreement,,0,0,False
csqa_8806,high_disagreement,,0,0,False
csqa_8807,high_disagreement,,0,0,False
csqa_8808,high_disagreement,,0,0,False
csqa_8809,high_disagreement,,0,0,False
csqa_8810,high_disagreement,,0,0,False
csqa_8811,high_disagreement,,0,0,False
csqa_8812,true_consensus;confidence_mismatch,A,3,1,True
csqa_8813,high_disagreement,,0,0,False
csqa_8814,high_disagreement,,0,0,False
csqa_8815,high_disagreement,,0,0,False
csqa_8816,high_disagreement,,0,0,False
csqa_8817,high_disagreement,,0,0,False
csqa_8818,high_disagreement,,0,0,False
csqa_8819,false_consensus;minority_correct;confidence_mismatch,C,1,3,False
csqa_8820,high_disagreement,,0,0,False
csqa_8821,high_disagreement,,0,0,False
csqa_8822,high_disagreement,,0,0,False
csqa_8823,high_disagreement,,0,0,False
csqa_8824,high_disagreement,,0,0,False
csqa_8825,high_disagreement,,0,0,False
csqa_8826,true_consensus,B,4,0,True
csqa_8827,high_disagreement,,0,0,False
csqa_8828,high_disagreement,,0,0,False
csqa_8829,high_disagreement,,0,0,False
csqa_8830,high_disagreement,,0,0,False
csqa_8831,high_disagreement,,0,0,False
csqa_8832,high_disagreement,,0,0,False
csqa_8833,high_disagreement,,0,0,False
csqa_8834,high_disagreement,,0,0,False
csqa_8835,high_disagreement,,0,0,False
csqa_8836,high_disagreement,,0,0,False
csqa_8837,high_disagreement,,0,0,False
csqa_8838,high_disagreement,,0,0,False
csqa_8839,high_disagreement,,0,0,False
csqa_8840,high_disagreement,,0,0,False
csqa_8841,high_disagreement,,0,0,False
csqa_8842,high_disagreement,,0,0,False
csqa_8843,high_disagreement,,0,0,False
csqa_8844,high_disagreement,,0,0,False
csqa_8845,high_disagreement,,0,0,False
csqa_8846,high_disagreement,,0,0,False
csqa_8847,high_disagreement,,0,0,False
csqa_8848,high_disagreement,,0,0,False
csqa_8849,high_disagreement,,0,0,False
csqa_8850,high_disagreement,,0,0,False
csqa_8851,high_disagreement,,0,0,False
csqa_8852,true_consensus;confidence_mismatch,C,3,1,True
csqa_8853,high_disagreement,,0,0,False
csqa_8854,high_disagreement,,0,0,False
csqa_8855,high_disagreement,,0,0,False
csqa_8856,high_disagreement,,0,0,False
csqa_8857,high_disagreement,,0,0,False
csqa_8858,high_disagreement,,0,0,False
csqa_8859,high_disagreement,,0,0,False
csqa_8860,high_disagreement,,0,0,False
csqa_8861,high_disagreement,,0,0,False
csqa_8862,high_disagreement,,0,0,False
csqa_8863,true_consensus,D,4,0,True
csqa_8864,high_disagreement,,0,0,False
csqa_8865,high_disagreement,,0,0,False
csqa_8866,high_disagreement,,0,0,False
csqa_8867,high_disagreement,,0,0,False
csqa_8868,high_disagreement,,0,0,False
csqa_8869,high_disagreement,,0,0,False
csqa_8870,high_disagreement,,0,0,False
csqa_8871,high_disagreement,,0,0,False
csqa_8872,high_disagreement,,0,0,False
csqa_8873,high_disagreement,,0,0,False
csqa_8874,high_disagreement,,0,0,False
csqa_8875,high_disagreement,,0,0,False
csqa_8876,high_disagreement,,0,0,False
csqa_8877,high_disagreement,,0,0,False
csqa_8878,high_disagreement,,0,0,False
csqa_8879,high_disagreement,,0,0,False
csqa_8880,high_disagreement,,0,0,False
csqa_8881,high_disagreement,,0,0,False
csqa_8882,high_disagreement,,0,0,False
csqa_8883,high_disagreement,,0,0,False
csqa_8884,high_disagreement,,0,0,False
csqa_8885,high_disagreement,,0,0,False
csqa_8886,high_disagreement,,0,0,False
csqa_8887,high_disagreement,,0,0,False
csqa_8888,high_disagreement,,0,0,False
csqa_8889,high_disagreement,,0,0,False
csqa_8890,high_disagreement,,0,0,False
csqa_8891,high_disagreement,,0,0,False
csqa_8892,high_disagreement,,0,0,False
csqa_8893,high_disagreement,,0,0,False
csqa_8894,high_disagreement,,0,0,False
csqa_8895,high_disagreement,,0,0,False
csqa_8896,high_disagreement,,0,0,False
csqa_8897,high_disagreement,,0,0,False
csqa_8898,high_disagreement,,0,0,False
csqa_8899,high_disagreement,,0,0,False
csqa_8900,high_disagreement,,0,0,False
csqa_8901,high_disagreement,,0,0,False
csqa_8902,high_disagreement,,0,0,False
csqa_8903,high_disagreement,,0,0,False
csqa_8904,high_disagreement,,0,0,False
csqa_8905,high_disagreement,,0,0,False
csqa_8906,high_disagreement,,0,0,False
csqa_8907,high_disagreement,,0,0,False
csqa_8908,high_disagreement,,0,0,False
csqa_8909,high_disagreement,,0,0,False
csqa_8910,high_disagreement,,0,0,False
csqa_8911,high_disagreement,,0,0,False
csqa_8912,high_disagreement,,0,0,False
csqa_8913,high_disagreement,,0,0,False
csqa_8914,high_disagreement,,0,0,False
csqa_8915,high_disagreement,,0,0,False
csqa_8916,high_disagreement,,0,0,False
csqa_8917,high_disagreement,,0,0,False
csqa_8918,high_disagreement,,0,0,False
csqa_8919,high_disagreement,,0,0,False
csqa_8920,high_disagreement,,0,0,False
csqa_8921,high_disagreement,,0,0,False
csqa_8922,high_disagreement,,0,0,False
csqa_8923,high_disagreement,,0,0,False
csqa_8924,high_disagreement,,0,0,False
csqa_8925,high_disagreement,,0,0,False
csqa_8926,high_disagreement,,0,0,False
csqa_8927,high_disagreement,,0,0,False
csqa_8928,high_disagreement,,0,0,False
csqa_8929,high_disagreement,,0,0,False
csqa_8930,high_disagreement,,0,0,False
csqa_8931,high_disagreement,,0,0,False
csqa_8932,high_disagreement,,0,0,False
csqa_8933,high_disagreement,,0,0,False
csqa_8934,high_disagreement,,0,0,False
csqa_8935,high_disagreement,,0,0,False
csqa_8936,high_disagreement,,0,0,False
csqa_8937,high_disagreement,,0,0,False
csqa_8938,high_disagreement,,0,0,False
csqa_8939,high_disagreement,,0,0,False
csqa_8940,high_disagreement,,0,0,False
csqa_8941,high_disagreement,,0,0,False
csqa_8942,high_disagreement,,0,0,False
csqa_8943,high_disagreement,,0,0,False
csqa_8944,high_disagreement,,0,0,False
csqa_8945,high_disagreement,,0,0,False
csqa_8946,high_disagreement,,0,0,False
csqa_8947,true_consensus,C,4,0,True
csqa_8948,high_disagreement,,0,0,False
